1	0.4071
2	3.374
3	5.036
4	-3.324
5	1.082
6	2.018
7	4.2
8	2.727
9	3.128
10	2.715
11	3.288
12	3.001
13	2.818
14	3.417
15	3.264
16	3.474
17	2.844
18	3.165
19	3.145
20	2.922
21	3.058
22	3.085
23	2.888
24	2.787
25	3.372
26	2.797
27	2.905
28	3.116
29	2.182
30	3.78
31	4.313
32	4.094
33	1.411
34	6.459
35	3.153
36	3.166
37	2.871
38	2.916
39	2.991
40	3.133
41	2.812
42	2.365
43	3.154
44	2.792
45	3.036
46	3.105
47	3.233
48	3.606
49	2.378
50	2.838
51	2.936
52	3.019
53	3.017
54	2.929
55	3.731
56	1.568
57	2.658
58	3.352
59	3.578
60	2.948
61	2.992
62	2.698
63	3.744
64	2.354
65	2.766
66	2.389
67	2.963
68	3.236
69	3.14
70	3.04
71	2.805
72	3.463
73	2.892
74	2.99
75	2.573
76	3.032
77	2.658
78	3.527
79	2.993
80	3.582
81	2.73
82	3.042
83	3.125
84	3.039
85	3.128
86	2.934
87	3.287
88	3.291
89	3.454
90	3.368
91	2.368
92	2.749
93	2.541
94	3.233
95	3.041
96	3.041
97	3.211
98	2.801
99	3.365
100	3.134
101	3.036
102	3.727
103	3.35
104	2.97
105	2.961
106	6.938
107	6.065
108	2.639
109	5.576
110	1.598
111	2.941
112	3.096
113	3.096
114	2.694
115	3.198
116	2.418
117	3.451
118	3.139
119	3.437
120	2.916
121	3.022
122	3.249
123	2.739
124	2.647
125	3.401
126	3.206
127	3.895
128	2.832
129	3.159
130	2.087
131	1.425
132	2.652
133	3.02
134	2.568
135	3.417
136	3.117
137	2.889
138	3.025
139	3.763
140	1.651
141	4.04
142	2.83
143	3.151
144	3.292
145	3.092
146	2.781
147	2.305
148	3.007
149	3.052
150	2.962
151	3.178
152	3.129
153	2.739
154	3.115
155	2.173
156	2.276
157	2.987
158	2.657
159	2.964
160	3.015
161	2.917
162	3.301
163	3.207
164	2.932
165	2.859
166	2.797
167	3.179
168	4.455
169	2.71
170	3.379
171	2.859
172	2.861
173	3.022
174	2.996
175	2.899
176	2.92
177	2.678
178	2.409
179	3.039
180	2.628
181	3.551
182	3.33
183	3.21
184	3.086
185	2.549
186	2.822
187	3.964
188	2.552
189	2.236
190	2.073
191	2.563
192	2.838
193	3.348
194	2.433
195	3.057
196	3.224
197	3.057
198	2.703
199	3.277
200	2.888
1	-2.545
2	-6.094
3	10.75
4	1.174
5	-0.5266
6	1.786
7	0.9255
8	0.776
9	0.8365
10	1.061
11	0.8841
12	1.162
13	0.5895
14	0.6778
15	0.1158
16	0.726
17	0.6547
18	0.969
19	0.6562
20	0.955
21	0.6723
22	1.218
23	0.8468
24	0.9083
25	0.6912
26	0.7432
27	1.129
28	0.573
29	0.491
30	0.1881
31	-0.02517
32	-0.1369
33	-0.5129
34	0.7261
35	0.7668
36	0.8816
37	0.7766
38	0.8352
39	0.815
40	0.8023
41	0.7372
42	0.8134
43	0.8441
44	0.8025
45	0.5243
46	1.005
47	1.101
48	0.5984
49	1.044
50	0.7864
51	0.9296
52	0.5717
53	0.5277
54	0.6535
55	1.316
56	0.6586
57	0.3742
58	0.6326
59	0.8058
60	0.5333
61	0.6427
62	0.6797
63	0.8493
64	0.7044
65	1.132
66	0.9195
67	0.6092
68	0.7398
69	0.9147
70	0.8763
71	1.284
72	1.07
73	0.6478
74	0.772
75	0.8919
76	0.8916
77	0.7358
78	0.7508
79	0.6808
80	-0.1429
81	0.2524
82	0.6821
83	0.8095
84	0.8612
85	0.7773
86	1.025
87	0.6838
88	0.8985
89	0.7923
90	0.9135
91	0.3517
92	0.7154
93	0.7312
94	0.7016
95	0.9884
96	0.9268
97	1.366
98	1.242
99	0.55
100	0.4853
101	0.5267
102	0.6637
103	0.8952
104	0.8357
105	1.438
106	1.096
107	0.1542
108	2.795
109	2.459
110	0.774
111	0.7261
112	1.001
113	0.8146
114	1.274
115	0.2095
116	0.89
117	0.7325
118	0.5708
119	0.5769
120	0.6442
121	0.7037
122	0.7756
123	1.213
124	1.196
125	-0.2651
126	1.168
127	0.896
128	1.085
129	0.5355
130	0.6663
131	0.5544
132	0.9695
133	1.049
134	0.9643
135	0.7763
136	0.8229
137	0.7656
138	0.9121
139	0.8983
140	0.5322
141	1.185
142	0.2036
143	1.584
144	0.9256
145	0.8491
146	0.5341
147	0.8776
148	0.8596
149	0.6591
150	1.292
151	1.054
152	0.5692
153	0.7528
154	0.2591
155	2.533
156	0.4042
157	0.7761
158	1.014
159	0.7347
160	0.4597
161	1.068
162	0.6943
163	0.9664
164	1.402
165	0.6633
166	0.6522
167	0.956
168	0.7246
169	0.8728
170	0.5997
171	0.7467
172	0.884
173	0.7481
174	1.108
175	1.116
176	0.9962
177	1.019
178	0.6493
179	0.9588
180	0.6631
181	0.8239
182	0.972
183	0.7513
184	1.093
185	0.9868
186	0.3392
187	0.9911
188	0.4658
189	0.1672
190	1.667
191	1.142
192	0.6084
193	1.284
194	0.5744
195	0.1805
196	1.234
197	0.7837
198	0.5396
199	1.043
200	1.144
1	0.004219
2	0.003385
3	0.005706
4	0.03079
5	0.3034
6	0.2886
7	0.2981
8	3.305
9	1.136
10	3.053
11	2.617
12	1.477
13	0.7311
14	0.4955
15	0.7772
16	5.667
17	2.446
18	2.297
19	4.602
20	1.97
21	2.046
22	1.41
23	4.835
24	3.405
25	1.363
26	3.749
27	0.4527
28	1.099
29	0.2416
